Username,Message,Character Count,Retweet Count,Like Count,Total Actions,Type
CompanyJ_11207,On a mission to make the Celtics miss some free throws via ankit hete IG ,73,245,3117,3362,video
CompanyJ_11208,Giannis throws it down on Kevin Love ,37,888,8040,8928,video
CompanyJ_11209,GIANNIS PUTBACK ON TRISTAN ,27,700,6325,7025,video
CompanyJ_11210,Jazz Grizzlies uniform matchup is straight out of the 90 s ,59,6907,47773,54680,photo
CompanyJ_11211,Pacers fans give Vince Carter a standing O during his final game in Indiana ,76,570,6944,7514,video
CompanyJ_11212,Brandon Ingram is a man on a mission this year Spin to the rim for the ,71,2410,18659,21069,video
CompanyJ_11213,Trae had Brogdon going the wrong way then pulled up from deep Unlimited range ,78,1772,16571,18343,video
CompanyJ_11214,Trae Young tied his career high with 49 points in the Hawks 105 104 OT loss to the Pacers The rest of the Hawks starting lineup had 19 points combined ,151,1153,10786,11939,photo
CompanyJ_11215,Bron enters the everlasting debate ,35,4981,29954,34935,video
CompanyJ_11216,Rondo oops it to LeBron for the poster ,39,3628,26137,29765,video
CompanyJ_11217,Khabib Nurmagomedov vs Tony Ferguson for the UFC lightweight title is set for April 18th 2020 in Brooklyn per bokamotoESPN ,123,1659,7038,8697,photo
CompanyJ_11218,Luka bounced back tonight 42 PTS 9 REB 11 AST 12 24 FG 15 18 FT ,64,1968,18878,20846,photo
CompanyJ_11219,Rui Hachimura and Shohei Ohtani got together before the Lakers Wizards game in LA ,82,433,4893,5326,photo
CompanyJ_11220,Melo with the touch pass and the Blazers bench loves it Having fun out there ,77,2201,19908,22109,video
CompanyJ_11221,Lakers were up by 35 so LeBron started shooting with his left hand ,67,13014,96357,109371,video
CompanyJ_11222,BACK TO BACK TRIPLE DOUBLES MELOD1P with 25 PTS 12 REB 10 AST for NBL s first consecutive triple doubles since 2005 ,116,1425,6839,8264,video
CompanyJ_11223,This weekend means a little more Who claims bragging rights ,60,618,4900,5518,photo
CompanyJ_11224,This goal from Kevin De Bruyne is unreal via NBCSportsSoccer ,61,963,5388,6351,video
CompanyJ_11225,Luka Doncic in November 32 4 PTS 10 3 REB 10 4 AST The third player in NBA history to average a 30 point triple double in a single month ,137,3609,23614,27223,photo
CompanyJ_11226,Melo s last three games 23 PTS 11 REB W 19 PTS 4 REB W 25 PTS 8 REB W ,70,6601,37412,44013,photo
CompanyJ_11227,Virgil Van Dijk scored two goals in six minutes for Liverpool He s a defender ,78,196,2145,2341,photo
CompanyJ_11228,Lakers have won 10 straight and are 17 2 their joint best start in franchise history KingJames Easy money via lojomedia ,120,2896,23917,26813,video
CompanyJ_11229,Mourinho and the ballboy brfootball ,36,299,3754,4053,photo
CompanyJ_11230,This kid in the Dominican Republic is hitting bottle tops off a slingshot via coco_jose_12 IG ,94,21191,97014,118205,video
CompanyJ_11231,Kevin Greene said it was an honor to give back to his high school s football program From Ford X B R PFHOF ,107,54,408,462,video
CompanyJ_11232,Michigan players really took off JK Dobbins shoe This rivalry is something else via CFBONFOX ,93,1315,10904,12219,video
CompanyJ_11233,Justin Fields came out of the medical tent in a brace and immediately threw a TD Incredible via CFBONFOX ,105,3060,18032,21092,video
CompanyJ_11234,J K Dobbins TOOK FLIGHT That s now a career high 211 rushing yards and 4 TDs on the day via CFBONFOX ,101,469,3068,3537,video
CompanyJ_11235, J K ALL DAY Dobbins had a field day against Michigan in The Game rushing for a career high 211 yards and 4 TDs ,112,683,4107,4790,photo
CompanyJ_11236,8 straight wins for the Buckeyes in The Game Ohio State has now won the last 15 of 16 meetings with Michigan ,109,1264,7284,8548,photo
CompanyJ_11237,NA EE HARRIS HURDLE via CBSSports ,34,367,2389,2756,video
CompanyJ_11238,Breaking Terrelle Pryor has been arrested on a charge of simple assault after being stabbed earlier this morning per KDKA ,122,1104,4876,5980,photo
CompanyJ_11239,They really won FIFTY to one brfootball ,40,177,1685,1862,photo
CompanyJ_11240,New jerseys and a visit from a Hall of Famer Nothing like it From Ford X B R PFHOF ,83,101,471,572,video
CompanyJ_11241,A U B U R N P I C K S I X via CBSSports ,40,2119,13634,15753,video
CompanyJ_11242,,0,554,6046,6600,photo
CompanyJ_11243,WADDLE AGAIN 4th TD of the game via CBSSports ,46,849,4817,5666,video
CompanyJ_11244,AUBURN WILL NOT BE DENIED Tigers now up 48 45 after 2 point conversion via CBSSports ,85,597,3447,4044,video
CompanyJ_11245,One more time for Broadway Joe in Baton Rouge Chills via LSUFootball ,69,6916,49734,56650,video
CompanyJ_11246, No 15 Auburn STUNS No 5 Alabama 48 45 in a WILD Iron Bowl ,59,3803,22016,25819,photo
CompanyJ_11247,Fan got stuck in a bush trying to rush the field after Auburn s Iron Bowl win over Bama ,88,1260,10105,11365,photo
CompanyJ_11248,THE KICK IS NO GOOD No 15 Auburn escaped No 5 Alabama in a down to the wire Iron Bowl finish 48 45 From B R x BassProShops ,123,801,5421,6222,video
CompanyJ_11249,Bama fans knowing they re going to miss the CFP ,48,2930,13533,16463,video
CompanyJ_11250,Auburn fans celebrating like there s no tomorrow on the field via BarrettSallee ,80,399,3031,3430,video
CompanyJ_11251,Oklahoma runs the Sooner Special to get Jalen Hurts a TD reception via CFBONFOX ,80,813,7627,8440,video
CompanyJ_11252,Ben Simmons comes up clutch with back to back steals to win the game ,69,930,6744,7674,video
CompanyJ_11253,James Harden has a 50 piece It s still the 3rd qtr ,51,1131,8218,9349,photo
CompanyJ_11254,James Harden through 3 quarters 60 PTS 8 AST 3 STL 16 24 FG 20 23 FT Rockets up 54 ,83,5823,32463,38286,photo
CompanyJ_11255,Harden realizing he got benched two points away from his career high ,69,5243,35479,40722,video
CompanyJ_11256,Giannis gifted this fan his game worn shoes after the game brkicks All love via Bucks ,86,1639,16890,18529,video
CompanyJ_11257,Will history repeat itself this year brgridiron ,48,1467,8858,10325,photo
CompanyJ_11258,Michigan State corner Josh Butler s parents both died while he was in college During his final home game he came onto the field accompanied by his two dogs for Senior Day DavidHarns ,182,17510,114945,132455,video
CompanyJ_11259,Destructive Niners defense Record setting Ravens offense Today s gonna be fun ,78,2713,19488,22201,photo
CompanyJ_11260,Beard chasing Mamba Harden in three quarters last night 60 PTS 16 24 FG 29 in the 3rd Kobe s first three quarters when he dropped 81 53 PTS 21 33 FG 27 in the 3rd ,163,888,7203,8091,photo
CompanyJ_11261,The Patriots flew two planes to Houston one for sick players and another to keep the healthy ones away from them Nine are questionable because of an illness via FieldYates ,172,1360,12208,13568,photo
CompanyJ_11262,Hall of Famer Derrick Brooks surprised Big Nasty a Bucs fan who s making a real difference in Tampa From Ford X B R PFHOF ,122,143,880,1023,video
CompanyJ_11263,It s the most critical week of the fantasy regular season Don t be unprepared TheMattCamp has everything you need ahead of a pivotal Week 13 Watch Your FantasyFireDrill NOW ,173,9,68,77,link
CompanyJ_11264,Cameron Sutton s pregame attire for the Steelers Browns rematch It s on via diannaESPN ,87,799,5212,6011,photo
CompanyJ_11265,Memphis does the KD pregame dance as part of their handshake via _UnoTres ,74,5405,34457,39862,video
CompanyJ_11266,Mark Ingram s energy is unmatched Every team needs a guy like him via NFLonFOX ,79,3035,17461,20496,video
CompanyJ_11267,Deebo scores and breaks out the dance Baltimore kept doing on Monday Night Football via NFL ,92,739,5676,6415,video
CompanyJ_11268,Mark Andrews catches the TD from Lamar and does Nick Bosa s flag wave as his celebration via Ravens ,100,1437,11345,12782,video
CompanyJ_11269,LAMAR TAKING THE DEFENDER S ANKLES via Ravens ,46,5614,28146,33760,video
CompanyJ_11270,Can t let it be this easy for Lamar via Ravens ,47,740,6357,7097,video
CompanyJ_11271,Dolphins with the fake of the century via MiamiDolphins ,56,6027,35734,41761,photo
CompanyJ_11272,Lamar and the Ravens were too much for the 49ers Baltimore wins 20 17 in the heavyweight fight brgridiron ,106,2209,14821,17030,photo
CompanyJ_11273,Bron on both ends ,18,1207,7978,9185,video
CompanyJ_11274,Did Lamar end the MVP race Eight game winning streak Leading NFL in touchdowns Wins over TB Watson Russ Beat vaunted Niners defense On pace to break Vick s rushing record ,171,2973,18569,21542,photo
CompanyJ_11275,AD pocket pass Caruso jam Dwight reaction Everyone having fun on the Lakers ,76,1227,8531,9758,video
CompanyJ_11276,Dirk is at the Lakers Mavs game in LA today and the Lakers gave him a tribute Respect ,86,3402,19790,23192,video
CompanyJ_11277,ANTHONY DAVIS ,14,1663,13621,15284,video
CompanyJ_11278,Luka from deep Filthy ,22,822,6875,7697,video
CompanyJ_11279,Lamar on the Ravens mentality this season Nobody cares about what you doin you gotta work harder If you wanna be the best you gotta work harder via Ravens ,155,2836,14518,17354,video
CompanyJ_11280,Luka with the step back over LeBron ,36,4914,35639,40553,video
CompanyJ_11281,Wednesday Goal and two assists in the Champions League Sunday 86th minute game winner vs Atletico Messi ,104,283,2142,2425,photo
CompanyJ_11282,Texans LBs coming in as a SWAT team brgridiron via NFLUK ,57,3389,28330,31719,video
CompanyJ_11283,Luka helped raise over 2 2M for 22 month old Kris from Slovenia who has a rare muscle condition Today before the game he got to meet him via townbrad ,150,2955,27080,30035,video
CompanyJ_11284,Russ Deshaun PJ H town representing at SNF via HoustonTexans ,61,1420,12136,13556,video
CompanyJ_11285,45 straight 3 s for Devin Booker Ridiculous via Suns ,53,9856,56552,66408,video
CompanyJ_11286,Deshaun gets his 2nd TD Texans rolling early 14 3 via NFL ,58,324,3457,3781,video
CompanyJ_11287,Watson s last TD pass was overturned He found the end zone again on his next throw via NFL ,91,1238,10539,11777,video
CompanyJ_11288,DESHAUN TAKES IT HIMSELF via NFL ,33,998,6777,7775,video
CompanyJ_11289,Deshaun s 4 TDs lead the Texans to a 28 22 win over New England brgridiron ,75,1513,9601,11114,photo
CompanyJ_11290,Deshaun Watson and Lamar Jackson are the only QBs to beat the Patriots this season brgridiron ,94,9269,55059,64328,photo
CompanyJ_11291,With the Pats losing Lamar and the Ravens stand atop the AFC standings at 10 2 brgridiron ,90,1732,13816,15548,photo
CompanyJ_11292,Watson just wanted to beat the brgridiron ,42,498,6932,7430,photo
CompanyJ_11293,Lamar Jackson 22 TD leader could break Vick s rushing record Luka Doncic 20 32 10 10 AST in Nov Trae Young 21 28 4 PTS 4 2 REB 8 4 AST this season Kylian Mbappe 20 Averaging a goal or assist every game Erling Haaland 19 27 goals in 20 games all comps ,251,3662,22071,25733,photo
CompanyJ_11294,Member of the 40 INT 20 sack club and 215 straight starts Does Ronde Barber belong in the ProFootballHOF Vote now From B R X FordTrucks PFHOF20 ,144,67,673,740,video
CompanyJ_11295,Ballon d Or nominee Virgil van Dijk said in June that Messi deserves the award over him I think he deserves it as long as he plays via brfootball ,146,677,6113,6790,video
CompanyJ_11296, National championship Super Bowl Hall of Fame Now not many of em have that The legendary Ed Reed via TaylorRooks ,114,3238,24496,27734,photo
CompanyJ_11297,The defending champs aren t slowing down 2nd in the East 7 game W streak Siakam 25 6 PTS 8 4 REB 4 AST ,103,1221,11707,12928,photo
CompanyJ_11298,They experienced racism on the field and poverty off it But this soccer team of immigrants shocked all of Texas by winning a state championship StateFarm This is their story ,174,370,2007,2377,status
CompanyJ_11299,Andrew Wiggins is on pace for career highs in Scoring Field Goal Percentage Rebounds Assists The new look Wolves star opens up about silencing his doubters this year ,166,356,3499,3855,photo
CompanyJ_11300,Wiggins has tuned out the hate,30,707,6568,7275,status
CompanyJ_11301,Christian Wilkins was laughing right in the Eagles faces after the Dolphins pulled off their epic trick play via ClayWPLG FischerNBC6 ,134,423,3357,3780,video
CompanyJ_11302,Carmelo Anthony is the Western Conference Player of the Week Last time he got a Player of the Week award was 2014 H T TimBontemps ,130,8457,40893,49350,photo
CompanyJ_11303,Official USWNT star Megan Rapinoe wins her first Ballon d Or brfootball ,72,1048,10078,11126,photo
CompanyJ_11304,Lionel Messi officially wins his SIXTH Ballon d Or He s now won more than any other player in history brfootball ,113,4877,22592,27469,photo
CompanyJ_11305,Messi s son was too hype via francefootball ,44,1431,10875,12306,video
CompanyJ_11306,2009 vs 2019 ,13,957,6096,7053,photo
CompanyJ_11307,2009 2010 2011 2012 2015 2019 A record brfootball ,50,1577,10535,12112,photo
CompanyJ_11308,In 2009 Didier Drogba refused a photo with then 10 year old Kylian Mbappe after Chelsea lost the UCL semifinal to Barcelona Tonight he made up for it ,150,305,3273,3578,photo
CompanyJ_11309,This ain t a damn farewell tour Western Conference Player of the Week Carmelo Anthony ,86,1134,6518,7652,video
CompanyJ_11310,KELLY OUBRE ,12,2148,16259,18407,video
CompanyJ_11311,Giannis just bullied Randle ,28,4921,29580,34501,video
CompanyJ_11312,Russell Wilson s throw is deflected Russell Wilson tips it to Anthony Harris for a pick six Wild via Vikings ,109,650,5206,5856,video
CompanyJ_11313,Simulate the rest of the game ,30,1130,10549,11679,photo
CompanyJ_11314,Seahawks receivers at it again with the celebrations New Edition after the TD via thecheckdown ,95,14278,80327,94605,video
CompanyJ_11315, DangeRussWilson leads the Seahawks past the Vikings to the top of the NFC West at 10 2 Seattle takes care of business winning 37 30 on MNF brgridiron ,151,890,6586,7476,photo
CompanyJ_11316,51 year old Gary Sheffield casually hitting bombs while smoking a cigar via garysheffield ,90,3069,22281,25350,video
CompanyJ_11317,Real love in the Seattle backfield Starter Chris Carson subbed himself out near the goal line last night so backup Rashaad Penny could score That just shows you who he is Any other running back would stay in via Joe_Fann ,221,921,10064,10985,photo
CompanyJ_11318,Waking up with Ballon d Or No 6 brfootball ,43,579,6088,6667,photo
CompanyJ_11319, 7x Pro Bowl 5x First Team All Pro 2x tackles leader Is Zach Thomas built for the ProFootballHOF Vote now From B R X FordTrucks PFHOF20 ,136,122,672,794,video
CompanyJ_11320,The Bucks are back on top of the East Best record in the league 18 3 Tied for franchise s best start 12 game W streak Giannis 30 8 PTS 13 4 REB 5 8 AST ,152,716,6185,6901,photo
CompanyJ_11321,Kelly Oubre Jr s handshake game is next level ,46,3017,23398,26415,video
CompanyJ_11322, lilyachty x brkicks x chinatownmarket Yachty linked with B R Kicks for an exclusive collab with Chinatown Market ahead of this year s Drop Up Cop now ,151,117,688,805,video
CompanyJ_11323,Scrawny redhead Nico Mannion was cut from the USA Basketball U16 team and has been doubted by many for the way he looks But the viral dunker is on his way to being a top 10 draft pick ,184,550,4046,4596,photo
CompanyJ_11324,Blue Devils have been stacked through the years but wendellcarter34 got his starting five set He picks his all time Duke squad with 15 dollars ,143,72,476,548,video
CompanyJ_11325,Steelers weren t impressed brgridiron ,38,589,5110,5699,photo
CompanyJ_11326,This outside the boot assist from Lukaku via brfootball ,56,476,4123,4599,video
CompanyJ_11327, Zeroes on the clock Pack down 23 21 61 yards to go Four years ago today Aaron Rodgers walked off in Detroit via nflthrowback ,126,1224,8260,9484,video
CompanyJ_11328,Panthers have fired head coach Ron Rivera ,42,2740,15626,18366,photo
CompanyJ_11329,Cam Reddish and De Andre Hunter had the entire store to themselves for two minutes to try and look the part From B R x jcpenney ,128,99,893,992,video
CompanyJ_11330, New GridironHeights x The Mandalorian Kliff Kingsbury and Baby Kyler lead the way for the Cardinals PlayStation ,113,370,1956,2326,video
CompanyJ_11331,Drummond leads the league in total rebounds and is outpacing Rodman s HOF career board numbers But is it enough to secure him the bag this offseason ,149,318,3138,3456,video
CompanyJ_11332,BOOM SHAKA LAKA Giannis Embiid AD Steph The Beard Luka Fun Guy Tatum Zion The NBA Jam limited edition pack from BR x homage is out Get yours NOW ,145,125,755,880,photo
CompanyJ_11333,New CFP rankings Did they get it right ,39,277,2466,2743,photo
CompanyJ_11334,IT played defense without his shoe and then drilled a 3 ,56,2876,30444,33320,video
CompanyJ_11335,Luka put on the moves ,22,983,8572,9555,video
CompanyJ_11336,New career high for Markelle tonight 20 PTS 6 ASTS Fultz is flourishing in Orlando ,83,2516,19520,22036,video
CompanyJ_11337,A Spurs fan told Harden no one wants to see a free throw shooting contest Beard Nobody wants to see fouls either goddammit ,123,11490,62841,74331,video
CompanyJ_11338,CARUSO OUTTA NOWHERE ,21,5122,26321,31443,video
CompanyJ_11339,Luka did it all tonight He grabbed a career high 18 REBS to go along with 33 PTS and 5 ASTS ,92,1045,8966,10011,video
CompanyJ_11340,Jimmy just dropped 8 straight points to start OT ,49,1651,10078,11729,video
CompanyJ_11341,The refs really didn t count this Harden dunk ,46,4989,32830,37819,video
CompanyJ_11342,That move was FILTHY brhoops ,29,2090,16217,18307,video
CompanyJ_11343,Tre Jones broke his ankles then landed on him ,46,3433,22510,25943,video
CompanyJ_11344,Bazemore denied The Klaw marriottbonvoy ,40,457,4828,5285,video
CompanyJ_11345,Shaq tried the TikTok challenge and Charles smoked him in the head with an egg via NBAonTNT ,92,20626,95775,116401,video
CompanyJ_11346,Anthony Davis vs Denver 37 min 9 18 FG 25 PTS LeBron James vs Denver 37 min 9 18 FG 25 PTS ,91,1985,18190,20175,photo
CompanyJ_11347,After his first fumble of the year Lamar started apologizing to everybody on the Ravens sideline We riding with you regardless ,127,5299,32788,38087,video
CompanyJ_11348,Zlatan has been linked to a return to AC Milan Ibra_official today I ll see you in Italy soon brfootball ,105,245,2167,2412,photo
CompanyJ_11349,Pep Guardiola accidentally said his old team s name instead of his current team via brfootball ,95,198,2295,2493,video
CompanyJ_11350, tkelce had his brother shook after he pulled a hidden camera prank on him before a charity event StateFarm New Ditch the Playbook with AdamLefkoe ,147,370,2577,2947,video
CompanyJ_11351,Torry Holt going from the Greatest Show on Turf to the ProFootballHOF 2x yardage leader 7x Pro Bowl Vote now From B R X FordTrucks PFHOF20 ,139,70,425,495,video
CompanyJ_11352,DeAndre Hopkins and Stephon Gilmore are still going at it after Texans beat the Pats brgridiron ,96,1380,12156,13536,photo
CompanyJ_11353,7 foot high schooler Chet Holmgren went viral for shaking Steph Curry with Steph s own move The class of 2021 s No 4 prospect could be basketball s next star unicorn ,166,122,1400,1522,photo
CompanyJ_11354,Draymond Green got emotional at his Michigan State jersey retirement I lived that dream via BigTenNetwork ,106,1364,11764,13128,video
CompanyJ_11355,Crossing up Steph Curry changed 7 footer Chet Holmgren s life An inside look at the top recruit s transformation ,113,544,3626,4170,video
CompanyJ_11356,The touch and finish from Dele Alli via NBCSportsSoccer ,56,826,5130,5956,video
CompanyJ_11357,Luka or Harden The debate over who s better goes deeper than the stepback ,74,566,5847,6413,video
CompanyJ_11358,Mbappe with the slick backheel goal via beINSPORTSUSA ,54,1043,6047,7090,photo
CompanyJ_11359,Khabib hooping via TeamKhabib ,30,1378,14412,15790,video
CompanyJ_11360,49ers have suspended radio color analyst Tim Ryan over controversial comments made about Lamar Jackson on Monday Ryan said Jackson was successful at faking handoffs because of his dark skin with a dark football per sfchronicle ,227,4903,19175,24078,photo
CompanyJ_11361,Langston had to be rescued out the seats after making a fan spill his beer and he kept drinking it ,99,224,2681,2905,video
CompanyJ_11362,Blake stepped over Giannis and the Bucks weren t having it ,59,1740,16822,18562,video
CompanyJ_11363,Career high TEN threes for Devonte Graham tonight 33 PTS 10 16 3s 7 REBS 9 ASTS ,80,1330,9350,10680,video
CompanyJ_11364,Bron went for a walk ,21,6391,34438,40829,video
CompanyJ_11365,Melo is relentless ,19,5537,37378,42915,video
CompanyJ_11366,AD INCOMING ,12,1632,10899,12531,video
CompanyJ_11367,Dwight s reaction ,18,1716,14130,15846,video
CompanyJ_11368,DWIGHT OUT HERE HITTING 3s ,27,4234,30850,35084,video
CompanyJ_11369, Look at LeBron he s on the court With no shoes that s some disrespect right there Jazz announcers weren t having it ,117,7616,52857,60473,video
CompanyJ_11370,Melo knew Dame s 3 was cash before it went in ,46,2161,23506,25667,video
CompanyJ_11371,Bron was walking all over the galaxy ,37,8725,45564,54289,video
CompanyJ_11372,11 dribbles 60 points On this day in 2016 Klay put on a CLINIC ,63,5922,33043,38965,video
CompanyJ_11373, There you go Serge got it TeamVic amp karrueche were impressed with sergeibaka s salsa dancing on How Hungry Are You ,118,67,425,492,status
CompanyJ_11374,The kid who made the impossible look normal in every sport went on to revolutionize the NFL B R brings you inside the legend of young Pat Mahomes ,146,323,2388,2711,status
CompanyJ_11375,Bron responds to the Jazz announcers criticism from last night s game ,70,3133,19303,22436,photo
CompanyJ_11376,Steve Belichick is the safeties coach under his dad in New England Can you tell they re related via NESN ,105,2366,16921,19287,video
CompanyJ_11377, He s a really big part of what happened tonight and he s gonna continue to watch over me over my career Jalen Brunson dedicated his 14 point 4th quarter to his high school friend Nathan who passed away last week ,213,581,7565,8146,video
CompanyJ_11378,VanVleet doesn t understand how anyone could knock James Harden I haven t met a basketball player that doesn t appreciate it It s the casual people that watch the game or are tied into some fantasy of what they think the game is about via JLew1050 ,248,1942,9972,11914,photo
CompanyJ_11379,Watch her face when Giannis gifts his sneakers brkicks via Bucks ,65,3433,31228,34661,video
CompanyJ_11380, In the end you re gonna find out more about yourself than you ever thought you were in search of Peyton Manning KAT Abby Wambach and more open up about what the Gatorade AOY program means to them From B R x Gatorade ,217,24,154,178,video
CompanyJ_11381,Race for the NFC East brgridiron ,33,4631,23198,27829,video
CompanyJ_11382,Patrick Mahomes dangerous since high school brgridiron ,55,1289,13098,14387,video
CompanyJ_11383,Carmelo Anthony s contract with the Blazers will become fully guaranteed for the remainder of the season wojespn ,113,8454,53109,61563,photo
CompanyJ_11384,Morris and Jokic had to get separated after a quick shoving match ,66,311,3979,4290,video
CompanyJ_11385,OUBRE ON INGRAM ,16,2209,12769,14978,video
CompanyJ_11386,You good Lowry ,15,604,5629,6233,video
CompanyJ_11387,JAXSON HAYES GOODNESS ,22,2225,12043,14268,video
CompanyJ_11388,Poster boy ,11,461,4687,5148,photo
CompanyJ_11389,MITCH TRUBISKY W H E E L S via NFL ,35,1053,8055,9108,video
CompanyJ_11390,Cowboys fans after the team s second 3 game losing streak brgridiron ,69,2669,15942,18611,photo
CompanyJ_11391,9 years ago today ,18,13363,59450,72813,photo
CompanyJ_11392,Giannis turns 25 today 3x All Star NBA Most Improved Player 2017 All NBA First Team 2019 NBA All Defensive First Team 2019 2019 MVP 5th player born outside the U S to win MVP Greek Freak is just getting started ,211,3596,22774,26370,photo
CompanyJ_11393,Melo vs Bron has been a battle since 2003 It continues tonight ,63,19052,70547,89599,video
CompanyJ_11394,Music video director _ColeBennett_ collabed with brkicks and ChinatownMarket to make an exclusive basketball and limited merch ,127,70,494,564,video
CompanyJ_11395,Eagles center Jason Kelce was still going to sign this Chiefs jersey after it was destroyed StateFarm ,102,54,723,777,video
CompanyJ_11396, Guys drowned out his voice Amid 5 15 start Cavs players are upset at head coach John Beilein for treating the season and team like they are still in college per ShamsCharania and joevardon ,190,358,3292,3650,photo
CompanyJ_11397,Kemba and the Celtics have been killing it without Kyrie ,57,645,3978,4623,video
CompanyJ_11398,Bosh just wanted to be part of the iconic moment via chrisbosh ,63,828,9377,10205,video
CompanyJ_11399,Knicks have fired David Fizdale per wojespn ,44,1607,9896,11503,photo
CompanyJ_11400,A Browns fan turned their windshield wiper into a Steelers helmet hitting Mason Rudolph via Bill O Brien FB ,108,6673,37524,44197,video
CompanyJ_11401,Fizdale leaving NYC knowing he s getting paid to not coach the Knicks ,70,1437,11426,12863,video
CompanyJ_11402,Warming up with the Greek Freak comes at a price via jovanbuha ,63,459,7041,7500,video
CompanyJ_11403,Cavs are ready to listen to offers on K Love per wojespn ,57,1654,14971,16625,photo
CompanyJ_11404,SLIPPERY ,9,401,3169,3570,video
CompanyJ_11405,DeAndre picks up a dime when he gets an assist via BrooklynNets ,64,1512,12327,13839,video
CompanyJ_11406,Spurs assistant coach Becky Hammon would have interest in coaching Knicks if she could land a long term deal per JabariJYoung ,126,1058,8261,9319,photo
CompanyJ_11407,Zach LaVine just scored 21 points in 7 minutes ,47,1688,11560,13248,video
CompanyJ_11408,Coby White That was tough ,26,3803,27541,31344,video
CompanyJ_11409,Jaylen Brown jeez via celtics ,30,978,8340,9318,video
CompanyJ_11410,OH MY GIANNIS Might not be another player that can make this a poster ,70,2000,13029,15029,video
CompanyJ_11411,SCHRODER OT WOW ,16,931,5769,6700,video
CompanyJ_11412,Brotherhood via NBA ,20,13343,84222,97565,video
CompanyJ_11413, His jersey s untucked CP3 Jordan Bell was called for a delay of game for checking in with an untucked jersey Wolves ended up losing the game in OT ,148,3638,22896,26534,video
CompanyJ_11414,Year 1 Year 17 Legendary ,25,8143,40777,48920,photo
CompanyJ_11415,The Kings had four attempts at a game winner and they lost ,59,684,6094,6778,video
CompanyJ_11416,Breaking Rodney Hood suffered a torn left Achilles vs Lakers Prayers up ,72,2574,20219,22793,photo
CompanyJ_11417,Tatum lit the Nuggets up MountainDew MtnDew3pt ,47,493,3659,4152,video
CompanyJ_11418,Bron s made the courtside vendor s night via NBA ,49,5956,49490,55446,video
CompanyJ_11419,20 3 record for the Lakers Bron and AD combined for 70 points ,62,4573,24055,28628,video
CompanyJ_11420,Top Heisman contenders take center stage on Championship Saturday who gets your vote wendys ,92,56,670,726,video
CompanyJ_11421,Welcome to Conference Championship weekend ,43,354,2589,2943,video
CompanyJ_11422,15 years ago today 17 year old Leo Messi made his Champions League debut brfootball ,84,186,1532,1718,video
CompanyJ_11423,Happy 63rd birthday to Larry Legend 3x NBA champ 3x NBA MVP 12x All Star 3x 3 Point Shootout champ Only person to win MVP Coach of the Year and Executive of the Year ,166,2288,12844,15132,photo
CompanyJ_11424,Harry Kane from DISTANCE via NBCSportsSoccer ,45,140,1159,1299,video
CompanyJ_11425,Six months ago 11 1 underdog Andy Ruiz upset then undefeated Anthony Joshua Today the rematch via DAZN_USA ,107,4574,23809,28383,video
CompanyJ_11426,Son s solo run from his own penalty box to the goal INCREDIBLE via NBCSportsSoccer ,83,1583,7291,8874,video
CompanyJ_11427,Steve Kerr on David Fizdale s firing If I had gone to New York that would have been me like three years ago I think I made the right choice via anthonyVslater ,159,729,6519,7248,video
CompanyJ_11428,Ran 80 yards in 12 seconds to score Heung min Son brfootball ,61,224,2515,2739,photo
CompanyJ_11429,Jimmy Butler to the Heat bench after draining a three I m a bad motherf ker I m sorry ,86,9078,61106,70184,video
CompanyJ_11430,Oklahoma brought the Sooner Schooner back for the Big 12 Championship game via CalebMac21 WillCoPro ,100,111,1358,1469,video
CompanyJ_11431,Manchester United cut City wide open on Martial s goal via NBCSportsSoccer ,75,206,1329,1535,video
CompanyJ_11432,Soon ,5,1628,12270,13898,photo
CompanyJ_11433,Manchester City lose 2 1 at home to rival Manchester United brfootball ,71,213,1511,1724,photo
CompanyJ_11434,No 6 Oklahoma wins the Big 12 championship in OT with a 30 23 win over No 7 Baylor CeeDee Lamb 8 catches for 173 yards ,119,1523,9611,11134,photo
CompanyJ_11435,CeeDee Lamb had another MONSTER game and helped lead the Sooners to their 5th straight Big 12 championship He finished with 8 catches for 173 yards ,148,993,7639,8632,video
CompanyJ_11436,Burrow completing passes to himself via CBSSports ,50,1016,7033,8049,video
CompanyJ_11437,Joe Burrow with all the time in the world Not fair via CBSSports ,65,1609,13438,15047,video
CompanyJ_11438,Messi scores his 35th La Liga hat trick A league record brfootball ,67,465,3790,4255,photo
CompanyJ_11439,Anthony Joshua beats Andy Ruiz by unanimous decision in their rematch Joshua takes back the WBO IBF IBO and WBA heavyweight titles ,131,4451,18042,22493,photo
CompanyJ_11440,Breaking Lane Kiffin named head coach at Ole Miss ,50,1299,8956,10255,photo
CompanyJ_11441,Broadway Joe is unbelievable via CBSSports ,43,3276,19255,22531,video
CompanyJ_11442,They already started carting out Georgia s SEC Championship gear at the start of the 4Q via ScottCarpTV ,104,1170,8569,9739,video
CompanyJ_11443,LSU wins its first SEC Championship since 2011 Joe Burrow joins other legendary Tigers on top of the conference via LSUfootball ,128,1659,13525,15184,video
CompanyJ_11444,Broadway Joe Bengals brgridiron Looked like the No 1 pick in the SEC Championship ,82,561,3834,4395,photo
CompanyJ_11445,Coach O and Burrow Tough to name a better duo in college football via CBSSports ,80,187,2165,2352,video
